customer_id,bad_flag,loan_amt_requested,mort_due,current_property_value,loan_reason,job,years_on_job,no_of_derog,no_of_delinq,age_of_oldest_cl,no_of_recent_credit_inquiries,no_of_cl,debt_to_income_ratio,loan_to_value_ratio,cl_delinquency_ratio,approx_income,combined_ltv_ratio,income_groups
CUST0025,1,2500,15000.0,20200.0,HomeImp,NonProvided,18.0,0,0,136.0666667,1,19,34.87164312,0.123762376,0.0,43014.89308,0.8663366336633663,LOW
CUST0026,1,2500,25116.0,36350.0,HomeImp,Other,10.0,1,2,276.9666667,0,9,35.24522428,0.068775791,0.222222222,71260.71833,0.7597248968363136,MED
CUST0027,0,2500,7229.0,44516.0,HomeImp,Self,6.0,0,0,208.0,0,12,34.83019399,0.056159583,0.0,20754.98058,0.21855063348009704,LOW
CUST0028,0,2500,71408.0,78600.0,HomeImp,ProfExe,8.0,0,0,255.7333333,0,12,33.37804123,0.031806616,0.0,213937.0597,0.9403053435114503,HIGH
CUST0029,1,2800,50795.0,63100.0,HomeImp,Self,26.0,2,15,145.6333333,3,45,34.83019399,0.04437401,0.333333333,145836.1099,0.849366085578447,MED
CUST0030,1,2800,4000.0,60850.0,HomeImp,Other,16.0,4,0,112.6333333,2,9,35.24522428,0.04601479,0.0,11349.05532,0.11175020542317174,LOW
CUST0031,1,2900,78600.0,113000.0,DebtCon,ProfExe,6.0,1,0,165.3333333,2,26,33.37804123,0.025663717,0.0,235484.16,0.7212389380530974,HIGH
CUST0032,0,2900,103949.0,112505.0,HomeImp,Office,1.0,0,0,96.10232967,0,13,30.05113629,0.025776632,0.0,345907.0533,0.949726678814275,HIGH
CUST0033,0,2900,104373.0,120702.0,HomeImp,Office,2.0,0,0,101.5402975,0,13,29.91585903,0.024026114,0.0,348888.5273,0.8887425229076569,HIGH
CUST0034,1,2900,7750.0,67996.0,HomeImp,Other,16.0,3,0,122.2046628,2,8,36.211348,0.042649568,0.0,21402.13063,0.15662686040355314,LOW
CUST0035,1,2900,61962.0,70915.0,DebtCon,Mgr,2.0,0,0,282.8016592,3,37,49.20639579,0.040894028,0.0,125922.655,0.9146442924628075,MED
CUST0036,0,3000,104570.0,121729.0,HomeImp,Office,2.0,0,0,85.8843719,0,14,32.05978327,0.024644908,0.0,326171.8868,0.8836842494393283,HIGH
CUST0037,1,3000,7000.0,20300.0,HomeImp,Other,3.0,0,0,50.8,5,9,35.24522428,0.147783251,0.0,19860.8468,0.49261083743842365,LOW
CUST0038,1,3000,5126.448288,8800.0,HomeImp,Other,2.0,0,1,77.76666667,0,3,35.24522428,0.340909091,0.333333333,14545.0863,0.9234600327272727,LOW
CUST0039,1,3000,22400.89772,33000.0,HomeImp,Other,1.0,0,1,23.3,1,2,35.24522428,0.090909091,0.5,63557.25684,0.7697241733333333,MED
CUST0040,1,3000,119826.0,193500.0,HomeImp,Other,8.0,0,0,130.0333585,0,27,35.24522428,0.015503876,0.0,339977.9756,0.6347596899224807,HIGH
CUST0041,1,3000,20000.0,29750.0,DebtCon,Other,2.0,0,0,187.0666667,0,12,35.24522428,0.100840336,0.0,56745.27658,0.773109243697479,MED
CUST0042,1,3000,9195.223568,14500.0,HomeImp,Other,3.0,0,0,9.3,14,2,35.24522428,0.206896552,0.0,26089.27523,0.8410499012413792,LOW
CUST0043,1,3000,8909.695478,14100.0,HomeImp,Other,1.0,0,0,104.2,0,19,35.24522428,0.212765957,0.0,25279.15671,0.8446592537588652,LOW
CUST0044,1,3000,47000.0,82700.0,HomeImp,ProfExe,10.0,0,1,262.1666667,5,26,33.37804123,0.036275695,0.038461538,140811.1389,0.6045949214026602,MED
CUST0045,1,3000,34542.0,45900.0,HomeImp,Mgr,8.5,0,2,62.36666667,0,10,35.63137756,0.065359477,0.2,96942.6454,0.8179084967320261,MED
CUST0046,0,3000,58000.0,71500.0,HomeImp,Mgr,10.0,0,2,211.9333333,0,25,35.63137756,0.041958042,0.08,162777.8772,0.8531468531468531,HIGH
CUST0047,0,3000,47000.0,56400.0,HomeImp,Office,21.0,0,0,201.8666667,0,20,36.17090549,0.053191489,0.0,129938.6879,0.8865248226950354,MED
CUST0048,1,3100,39589.0,36100.0,HomeImp,Other,1.5,0,0,153.1666667,1,14,35.24522428,0.085872576,0.0,112324.4377,1.1825207756232687,MED
CUST0049,0,3200,67848.0,74566.0,HomeImp,Mgr,10.0,0,1,206.4266021,0,25,40.11567728,0.042915001,0.04,169130.885,0.9528203202531985,HIGH
CUST0050,1,3200,48603.0,61000.0,HomeImp,ProfExe,28.0,0,4,122.0333333,1,25,33.37804123,0.052459016,0.16,145613.6975,0.8492295081967213,MED
CUST0051,1,3200,27200.0,40834.0,HomeImp,Other,8.0,0,0,298.131564,0,7,35.55353879,0.078366067,0.0,76504.33945,0.7444776411813685,MED
CUST0052,1,3200,54000.0,64850.0,HomeImp,Other,1.0,0,0,121.8666667,3,21,35.24522428,0.049344641,0.0,153212.2468,0.882035466461064,HIGH
CUST0053,0,3200,74864.0,87266.0,HomeImp,ProfExe,7.0,0,0,250.6312692,0,12,42.90999735,0.036669493,0.0,174467.5009,0.8945522884055646,HIGH
CUST0054,1,3200,23159.0,50759.25263,HomeImp,Mgr,20.0,0,2,117.8057478,0,9,0.524499215,0.063042693,0.222222222,4415449.884,0.5192944859164684,HIGH
CUST0055,1,3300,126541.0,134527.0,HomeImp,Sales,9.0,1,0,139.0,0,36,35.76405836,0.024530392,0.0,353821.702,0.9651668438306065,HIGH
CUST0056,1,3300,130518.0,164317.0,DebtCon,Other,9.0,0,6,192.289149,0,33,35.73055919,0.020083132,0.181818182,365283.9557,0.8143892597844411,HIGH
CUST0057,1,3400,37000.0,52000.0,HomeImp,Office,2.0,0,1,183.2999156,0,6,36.17090549,0.065384615,0.166666667,102292.1586,0.7769230769230769,MED
CUST0058,1,3500,23200.0,38666.0,HomeImp,Other,11.0,0,0,162.3666667,0,14,35.24522428,0.090518802,0.0,65824.52083,0.6905291470542596,MED
CUST0059,1,3500,19400.0,20494.0,HomeImp,Other,5.0,0,0,95.93333333,0,9,35.24522428,0.170781692,0.0,55042.91828,1.1174002146969846,MED
CUST0060,1,3600,41900.0,52490.0,HomeImp,Mgr,3.0,0,0,72.03333333,2,4,35.63137756,0.068584492,0.0,117592.9837,0.866831777481425,MED
CUST0061,0,3600,83700.0,111800.0,HomeImp,ProfExe,6.0,0,0,192.7333333,1,28,33.37804123,0.032200358,0.0,250763.6665,0.7808586762075134,HIGH
CUST0062,0,3600,61327.0,76484.0,HomeImp,Mgr,9.0,0,2,202.5107752,0,25,41.5163897,0.047068668,0.08,147717.5651,0.8488965012290152,MED
CUST0063,0,3600,100693.0,114743.0,HomeImp,Office,6.0,0,0,88.47045214,0,14,29.39354338,0.031374463,0.0,342568.4297,0.9089269062165012,HIGH
CUST0064,1,3600,48507.0,61000.0,DebtCon,Office,13.0,1,4,97.4,0,17,36.17090549,0.059016393,0.235294118,134105.0199,0.8542131147540983,MED
CUST0065,0,3600,52337.0,63989.0,HomeImp,Office,20.0,0,0,204.2724988,0,20,20.47091551,0.05625967,0.0,255665.1654,0.8741658722592945,HIGH
CUST0066,1,3700,17857.0,21144.0,HomeImp,Other,5.0,0,0,129.7173231,1,9,26.63434752,0.174990541,0.0,67045.00641,1.0195327279606508,MED
CUST0067,1,3800,19135.0,97692.0,HomeImp,Mgr,1.6,1,6,252.6333333,1,25,35.63137756,0.03889776,0.24,53702.66689,0.23476845596364082,MED
CUST0068,0,3800,51180.0,63459.0,HomeImp,Office,20.0,0,0,203.7515336,0,20,20.06704205,0.059881183,0.0,255045.0628,0.8663861705983391,HIGH
CUST0069,0,3800,11543.0,46045.0,HomeImp,Self,6.0,0,0,204.6479917,0,11,42.17316588,0.082527962,0.0,27370.4849,0.3332175046150505,LOW
CUST0070,1,3900,29896.0,45960.0,HomeImp,Other,11.0,0,0,146.1232422,0,14,24.47888119,0.084856397,0.0,122129.7647,0.7353350739773716,MED
CUST0071,1,3900,14500.0,22092.0,HomeImp,Other,3.5,0,1,150.3,5,8,35.24522428,0.176534492,0.125,41140.32552,0.832880680789426,LOW
CUST0072,0,3900,52825.0,63000.0,DebtCon,ProfExe,8.0,0,4,171.6666667,1,31,33.37804123,0.061904762,0.129032258,158262.7322,0.9003968253968254,HIGH
CUST0073,0,3900,102143.0,118742.0,HomeImp,Office,2.0,0,0,85.27736558,0,13,29.34392109,0.032844318,0.0,348089.1313,0.8930538478381701,HIGH
CUST0074,1,3900,21200.0,39000.0,DebtCon,Mgr,4.0,0,1,86.56666667,2,14,35.63137756,0.1,0.071428571,59498.12062,0.6435897435897436,MED
CUST0075,0,4000,105164.0,112774.0,HomeImp,Office,1.0,0,0,94.72487417,0,13,29.39092806,0.035469168,0.0,357811.0899,0.967989075496125,HIGH
CUST0076,0,4000,54543.0,61777.0,HomeImp,Office,21.0,0,0,205.58668,0,19,21.80656346,0.064749017,0.0,250121.9419,0.9476504200592454,HIGH
CUST0077,1,4000,56385.16479,80609.0,HomeImp,Other,1.5,0,2,126.5333333,3,12,35.24522428,0.049622251,0.166666667,159979.5885,0.7491119451922242,HIGH
CUST0078,1,4000,26572.0,31960.0,HomeImp,Office,11.0,0,0,117.7951039,0,8,41.28649195,0.125156446,0.0,64360.03338,0.9565707133917397,MED
CUST0079,1,4000,17000.0,52012.0,HomeImp,ProfExe,22.0,3,1,85.33333333,1,9,33.37804123,0.07690533,0.111111111,50931.68854,0.40375298008151966,MED
CUST0080,1,4000,29562.0,37200.0,DebtCon,Other,6.0,0,0,92.13333333,1,26,35.24522428,0.107526882,0.0,83875.19331,0.9022043010752688,MED
CUST0081,1,4000,41700.0,76725.0,HomeImp,Other,0.5,0,3,136.1333333,0,15,35.24522428,0.052134246,0.2,118313.9017,0.5956337569240795,MED
CUST0082,1,4000,58000.0,69440.0,HomeImp,Other,3.5,0,1,168.6666667,0,18,35.24522428,0.057603687,0.055555556,164561.3021,0.8928571428571429,HIGH
CUST0083,1,4000,5700.0,18000.0,DebtCon,Other,8.0,0,0,12.2,0,17,35.24522428,0.222222222,0.0,16172.40382,0.5388888888888889,LOW
CUST0084,1,4000,45000.0,58350.0,HomeImp,Mgr,3.5,0,0,162.0,3,16,35.63137756,0.068551842,0.0,126293.1806,0.8397600685518424,MED
CUST0085,1,4000,7000.0,16020.0,HomeImp,Other,18.0,0,1,85.8,2,23,35.24522428,0.24968789,0.043478261,19860.8468,0.686641697877653,LOW
CUST0086,0,4000,66000.0,79050.0,HomeImp,Other,1.8,2,0,279.0,1,6,35.24522428,0.050600886,0.0,187259.4127,0.8855154965211891,HIGH
CUST0087,0,4000,31509.24379,45760.0,HomeImp,NonProvided,0.0,0,0,0.0,0,0,34.87164312,0.087412587,0.0,90357.78349,0.7759887191870629,MED
CUST0088,0,4000,62000.0,78000.0,HomeImp,Other,4.0,0,0,109.5666667,0,15,35.24522428,0.051282051,0.0,175910.3574,0.8461538461538461,HIGH
CUST0089,0,4000,64240.0,63990.0,HomeImp,Sales,5.0,2,0,160.3,1,23,35.76405836,0.062509767,0.0,179621.6731,1.0664166275980622,HIGH
CUST0090,1,4000,74000.0,93000.0,HomeImp,ProfExe,2.6,1,3,186.6333333,0,9,33.37804123,0.043010753,0.333333333,221702.6442,0.8387096774193549,HIGH
CUST0091,1,4000,55000.0,59000.0,DebtCon,Other,12.0,2,0,146.1,0,22,35.24522428,0.06779661,0.0,156049.5106,1.0,HIGH
CUST0092,0,4000,67625.0,80698.0,HomeImp,Mgr,11.0,0,1,212.3493039,0,25,39.12871763,0.049567523,0.04,172827.0286,0.8875684651416392,HIGH
CUST0093,0,4000,67533.0,71865.0,HomeImp,Mgr,10.0,0,2,227.7929884,0,25,39.1663287,0.055659918,0.08,172426.1687,0.9953802268141655,HIGH
CUST0094,1,4100,12501.63885,19132.0,HomeImp,Other,0.0,0,0,100.7746522,0,19,33.8409199,0.214300648,0.0,36942.37297,0.8677419428183148,LOW
CUST0095,1,4100,58500.0,65000.0,HomeImp,Other,8.0,1,2,63.93333333,2,15,35.24522428,0.063076923,0.133333333,165979.934,0.963076923076923,HIGH
CUST0096,0,4100,57992.0,63797.0,DebtCon,ProfExe,7.0,0,4,165.505037,1,31,22.27817437,0.064266345,0.129032258,260308.5829,0.9732746053889682,HIGH
CUST0097,0,4200,56544.0,59218.0,HomeImp,Office,19.0,0,0,211.0025991,1,20,19.02770443,0.070924381,0.0,297166.693,1.0257691917997906,HIGH
CUST0098,1,4200,34800.0,50225.0,HomeImp,Other,2.0,1,0,93.5,1,5,35.24522428,0.083623693,0.0,98736.78124,0.7765057242409159,MED
CUST0099,0,4200,67700.0,77000.0,DebtCon,Sales,4.0,0,0,128.8333333,0,31,35.76405836,0.054545455,0.0,189296.1904,0.9337662337662338,HIGH
CUST0100,0,4200,44000.0,55085.0,DebtCon,NonProvided,6.0,0,1,75.43333333,0,16,34.87164312,0.076245802,0.0625,126177.0197,0.8750113461014796,MED
CUST0101,0,4200,66272.0,82953.0,HomeImp,Other,3.0,0,0,110.2786626,0,15,43.45058791,0.05063108,0.0,152522.6773,0.8495413065229709,HIGH
CUST0102,0,4200,50216.0,58541.0,HomeImp,Office,19.0,0,0,209.8713022,0,19,20.20803267,0.071744589,0.0,248495.2436,0.9295365641174561,HIGH
CUST0103,0,4300,71206.0,78698.0,DebtCon,Sales,3.0,0,0,129.932869,0,31,34.18137652,0.054639254,0.0,208318.1172,0.9594398841139546,HIGH
CUST0104,0,4300,68815.0,79852.0,HomeImp,Other,6.0,0,0,105.1207088,0,14,41.80637615,0.053849622,0.0,164604.078,0.9156314181235286,HIGH
CUST0105,0,4300,72021.0,80027.0,HomeImp,Other,2.0,2,0,263.9703003,0,5,36.43209394,0.053731865,0.0,197685.5904,0.9536906294125732,HIGH
CUST0106,0,4400,53969.0,63869.0,DebtCon,ProfExe,7.0,0,3,162.3900107,0,30,23.58107924,0.068891011,0.1,228865.6912,0.9138862358890855,HIGH
CUST0107,1,4400,53091.0,64074.0,DebtCon,Office,14.0,1,3,89.86105825,0,17,39.15808483,0.0686706,0.176470588,135581.1966,0.897259418797016,MED
CUST0108,0,4500,66127.0,79087.0,HomeImp,Other,4.0,1,0,81.3490651,0,15,40.70530876,0.056899364,0.0,162453.0117,0.8930291956958792,HIGH
CUST0109,1,4500,39000.0,66000.0,HomeImp,Other,1.0,0,0,170.3666667,1,19,35.24522428,0.068181818,0.0,110653.2893,0.6590909090909091,MED
CUST0110,0,4500,71082.0,79247.0,HomeImp,Other,4.0,0,0,118.7604101,0,14,41.42111052,0.056784484,0.0,171608.1464,0.9537521925120194,HIGH
CUST0111,0,4500,33853.4294,49044.0,HomeImp,NonProvided,0.0,0,0,0.0,0,0,11.6527388,0.091754343,0.0,290519.0788,0.7820208261968844,HIGH
CUST0112,1,4500,57000.0,87038.43467,HomeImp,Other,5.0,0,0,222.6,1,13,35.24522428,0.051701297,0.0,161724.0382,0.7065843984117229,HIGH
CUST0113,1,4500,34184.0,46000.0,HomeImp,Mgr,3.5,0,1,122.6,2,22,35.63137756,0.097826087,0.045454545,95937.91299,0.8409565217391304,MED
CUST0114,1,4500,66517.0,87000.0,DebtCon,ProfExe,10.0,0,4,125.8,0,34,33.37804123,0.051724138,0.117647059,199283.7133,0.8162873563218391,HIGH
CUST0115,0,4500,45500.0,50000.0,HomeImp,Other,6.0,0,0,86.16666667,0,18,35.24522428,0.09,0.0,129095.5042,1.0,MED
CUST0116,1,4500,118000.0,146870.0,HomeImp,ProfExe,4.5,2,0,203.8666667,1,20,33.37804123,0.030639341,0.0,353525.8381,0.8340709470960713,HIGH
CUST0117,1,4500,90000.0,105800.0,HomeImp,Other,6.0,2,3,80.1,3,10,35.24522428,0.042533081,0.3,255353.7446,0.8931947069943289,HIGH
CUST0118,0,4700,67913.0,97205.0,NonProvided,Mgr,2.0,0,0,142.8243915,0,24,35.22699719,0.048351422,0.0,192786.7982,0.7470088987192017,HIGH
CUST0119,0,4700,71855.0,88566.0,HomeImp,Other,2.0,2,0,283.9595381,0,5,36.47547328,0.053067769,0.0,196995.3877,0.8643836235124088,HIGH
CUST0120,0,4700,53918.0,59511.0,DebtCon,NonProvided,6.0,0,0,54.13647743,0,15,34.41650781,0.078976996,0.0,156663.1928,0.9849943707885938,HIGH
CUST0121,1,4700,49100.0,58238.0,HomeImp,ProfExe,0.1,0,0,61.8,2,17,33.37804123,0.080703321,0.0,147102.7004,0.9237954600089289,MED
CUST0122,0,4700,88026.0,115506.0,HomeImp,ProfExe,6.0,0,0,182.2483316,0,27,29.20902258,0.040690527,0.0,301365.7844,0.8027808079233979,HIGH
CUST0123,1,4700,26900.0,45000.0,HomeImp,ProfExe,9.0,1,2,90.46666667,1,16,33.37804123,0.104444444,0.125,80591.90716,0.7022222222222222,MED
CUST0124,0,4800,67317.0,97191.0,NonProvided,Mgr,3.0,0,0,137.3197248,0,23,34.27529378,0.049387289,0.0,196400.9424,0.742013149365682,HIGH
CUST0125,0,4800,56067.0,63102.0,DebtCon,ProfExe,9.0,0,3,160.1463113,1,30,21.58376012,0.07606732,0.1,259764.7476,0.9645811543215745,HIGH
CUST0126,0,4800,80482.0,88342.0,HomeImp,ProfExe,7.0,0,0,275.0323948,0,11,43.71763511,0.054334292,0.0,184095.0449,0.9653618890222091,HIGH
CUST0127,0,4900,58688.0,63348.0,DebtCon,ProfExe,9.0,0,3,179.1625747,2,31,22.54439284,0.077350508,0.096774194,260321.9365,1.0037885963250615,HIGH
CUST0128,0,4900,65873.0,90408.0,NonProvided,Mgr,2.0,0,0,141.858999,0,23,37.76961861,0.054198743,0.0,174407.374,0.7828178922219272,HIGH
CUST0129,1,4900,25597.0,23031.0,HomeImp,Other,5.0,0,0,101.7467664,0,8,33.24315698,0.212756719,0.0,76999.3055,1.3241717684859537,MED
CUST0130,0,4900,67794.0,84630.0,HomeImp,Other,4.0,0,0,112.5734189,0,15,41.67399636,0.05789909,0.0,162676.9831,0.8589625428335106,HIGH
CUST0131,1,4900,44000.0,59745.0,HomeImp,Other,10.0,0,0,81.5,3,13,35.24522428,0.082015231,0.0,124839.6085,0.8184785337685162,MED
CUST0132,0,4900,170986.0,245300.0,DebtCon,Sales,4.0,0,0,131.9333333,0,22,35.76405836,0.01997554,0.0,478094.5112,0.7170240521810028,HIGH
CUST0133,1,4900,65576.0,65774.0,HomeImp,Other,6.0,1,2,61.64250608,1,14,40.59091002,0.074497522,0.142857143,161553.4118,1.071487213792684,HIGH
CUST0134,0,4900,57461.0,68494.0,DebtCon,ProfExe,8.0,0,4,183.6356132,0,30,22.79542355,0.071539113,0.133333333,252072.5262,0.9104593103045522,HIGH
CUST0135,0,5000,47479.0,61690.0,DebtCon,NonProvided,5.0,0,0,65.03296901,0,16,36.69941492,0.081050413,0.0,129372.6347,0.8506889285135354,MED
CUST0136,0,5000,66839.0,87168.0,HomeImp,Other,4.0,0,0,122.5972226,0,15,40.61677935,0.057360499,0.0,164560.0687,0.8241441813509545,HIGH
CUST0137,0,5000,12457.0,53448.0,HomeImp,Self,6.0,0,0,207.1434813,0,12,44.10795169,0.09354887,0.0,28242.07319,0.3266165244723844,LOW
CUST0138,0,5000,90059.0,113714.0,HomeImp,ProfExe,7.0,0,0,193.6364469,0,28,25.89731648,0.04396996,0.0,347754.1778,0.8359480802715584,HIGH
CUST0139,1,5000,22320.0,34900.0,HomeImp,Other,10.0,0,0,65.7,1,5,35.24522428,0.143266476,0.0,63327.72866,0.7828080229226361,MED
CUST0140,1,5000,40000.0,70500.0,HomeImp,Mgr,0.4,0,0,61.76666667,2,8,35.63137756,0.070921986,0.0,112260.6049,0.6382978723404256,MED
CUST0141,1,5000,100882.0,102700.0,HomeImp,Mgr,5.0,0,1,58.86666667,0,16,35.63137756,0.048685492,0.0625,283126.8587,1.030983446932814,HIGH
CUST0142,1,5000,63125.0,126500.0,HomeImp,Office,3.0,0,0,100.3,0,14,36.17090549,0.039525692,0.0,174518.7165,0.5385375494071146,HIGH
CUST0143,1,5000,93069.09995,132000.0,HomeImp,Other,17.5,0,2,121.9,0,14,35.24522428,0.037878788,0.142857143,264061.5909,0.7429477268939394,HIGH
CUST0144,1,5000,5340.594355,9100.0,HomeImp,Other,1.0,0,0,54.73333333,2,8,35.24522428,0.549450549,0.0,15152.67519,1.13632905,LOW
CUST0145,1,5000,34200.0,50830.0,HomeImp,Other,6.0,0,0,57.0,1,9,35.24522428,0.098367106,0.0,97034.42295,0.771198111351564,MED
CUST0146,1,5000,49723.79446,71277.0,HomeImp,Other,10.0,0,0,72.43333333,1,12,35.24522428,0.070148856,0.0,141079.5234,0.7677623140704575,MED
CUST0147,1,5000,16600.0,25250.0,HomeImp,Other,6.0,0,0,88.7,1,3,35.24522428,0.198019802,0.0,47098.57956,0.8554455445544554,LOW
CUST0148,1,5000,35963.48199,52000.0,HomeImp,Other,8.0,0,1,285.3333333,0,6,35.24522428,0.096153846,0.166666667,102037.8866,0.7877592690384615,MED
CUST0149,1,5000,22700.0,34225.0,HomeImp,Other,4.0,0,0,74.63333333,3,9,35.24522428,0.146092038,0.0,64405.88892,0.8093498904309715,MED
CUST0150,1,5000,6000.0,38575.0,HomeImp,Self,7.0,0,1,335.0333333,3,42,34.83019399,0.129617628,0.023809524,17226.43291,0.2851587815942968,LOW
CUST0151,0,5000,73126.0,87500.0,DebtCon,Other,1.0,0,0,125.9666667,2,10,35.24522428,0.057142857,0.0,207477.7547,0.8928685714285715,HIGH
CUST0152,0,5000,72517.0,86250.0,DebtCon,Mgr,19.0,0,1,300.3666667,1,24,35.63137756,0.057971014,0.041666667,203520.0572,0.8987478260869565,HIGH
CUST0153,0,5000,26037.0,35000.0,HomeImp,ProfExe,12.0,0,0,182.6333333,0,13,33.37804123,0.142857143,0.0,78006.37497,0.8867714285714285,MED
CUST0154,0,5000,39000.0,50340.0,HomeImp,Office,10.0,0,0,179.8333333,0,19,36.17090549,0.099324593,0.0,107821.4645,0.8740564163686929,MED
CUST0155,0,5000,17796.75727,26550.0,DebtCon,Other,1.7,0,0,276.9666667,1,14,35.24522428,0.188323917,0.0,50494.09568,0.8586349254237288,MED
CUST0156,0,5000,24810.04098,36375.0,HomeImp,Other,3.0,0,0,266.8,1,26,35.24522428,0.137457045,0.0,70392.63186,0.8195200269415808,MED
CUST0157,0,5000,45528.673,65400.0,HomeImp,Office,1.5,0,0,51.76666667,0,4,36.17090549,0.076452599,0.0,125870.9794,0.7726096788990826,MED
CUST0158,1,5000,25613.08873,37500.0,HomeImp,Other,8.0,0,3,107.1333333,10,5,35.24522428,0.133333333,0.6,72671.09021,0.8163490328,MED
CUST0159,0,5000,78565.0,98500.0,DebtCon,ProfExe,24.0,0,0,51.76666667,3,14,33.37804123,0.050761421,0.0,235379.3006,0.8483756345177665,HIGH
CUST0160,0,5000,59900.0,80800.0,DebtCon,ProfExe,15.0,0,0,219.1333333,1,18,33.37804123,0.061881188,0.0,179459.3026,0.8032178217821783,HIGH
CUST0161,1,5000,10171.0,26809.0,HomeImp,Office,13.0,3,6,228.3,0,24,36.17090549,0.186504532,0.25,28119.285,0.5658920511768436,LOW
CUST0162,1,5000,78893.0,82600.0,HomeImp,Mgr,16.0,0,0,133.9,1,34,35.63137756,0.060532688,0.0,221414.3976,1.0156537530266343,HIGH
CUST0163,1,5000,85165.0,107940.0,HomeImp,Mgr,6.0,5,3,122.7666667,5,28,35.63137756,0.046322031,0.107142857,239016.8605,0.83532518065592,HIGH
