customer_id,bad_flag,loan_amt_requested,mort_due,current_property_value,years_on_job,no_of_derog,no_of_delinq,age_of_oldest_cl,no_of_recent_credit_inquiries,no_of_cl,debt_to_income_ratio,cl_delinquency_ratio,approx_income,combined_ltv_ratio,loan_reason_homeImp,job_mgr,job_office,job_profExe,job_sales,job_self,income_group_high,income_group_lowMed,job_other_nonProvided,loan_reason_debtCon_np
CUST0014,1,2200,24280.0,34687.0,8.0,0,1,300.8666667,0,8,35.24522428,0.125,68888.76576,0.7633983913281633,1,0,0,0,0,0,0,1,1,0
CUST0015,1,2200,90957.0,102600.0,7.0,2,6,122.9,1,22,35.63137756,0.272727273,255272.1961,0.907962962962963,1,1,0,0,0,0,1,0,0,0
CUST0016,1,2300,28192.0,40150.0,4.5,0,0,54.6,1,16,35.24522428,0.0,79988.14186,0.7594520547945205,1,0,0,0,0,0,0,1,1,0
CUST0017,0,2300,102370.0,120953.0,2.0,0,0,90.99253347,0,13,31.58850318,0.0,324073.6018,0.8653774606665399,1,0,1,0,0,0,1,0,0,0
CUST0018,1,2300,37626.0,46200.0,3.0,0,1,122.2666667,1,14,35.24522428,0.071428571,106754.8888,0.8641991341991342,1,0,0,0,0,0,0,1,1,0
CUST0019,1,2400,50000.0,73395.0,5.0,1,0,0.0,1,0,33.37804123,0.0,149799.0839,0.7139450916274951,1,0,0,1,0,0,0,1,0,0
CUST0020,1,2400,28000.0,40800.0,12.0,0,0,67.2,2,22,35.63137756,0.0,78582.42346,0.7450980392156863,1,1,0,0,0,0,0,1,0,0
CUST0021,1,2400,18000.0,45228.55613,22.0,0,2,121.7333333,0,10,35.63137756,0.2,50517.27222,0.45104247726512603,1,1,0,0,0,0,0,1,0,0
CUST0022,1,2400,11108.26177,17180.0,8.0,0,0,14.56666667,3,4,35.24522428,0.0,31517.06932,0.7862783335273573,1,0,0,0,0,0,0,1,1,0
CUST0023,1,2400,34863.0,47471.0,12.0,0,0,70.49108003,1,21,38.26360073,0.0,91112.70067,0.7849634513703103,1,1,0,0,0,0,0,1,0,0
CUST0024,0,2400,98449.0,117195.0,4.0,0,0,93.81177486,0,13,29.68182705,0.0,331681.0648,0.8605230598575024,1,0,1,0,0,0,1,0,0,0
CUST0025,1,2500,15000.0,20200.0,18.0,0,0,136.0666667,1,19,34.87164312,0.0,43014.89308,0.8663366336633663,1,0,0,0,0,0,0,1,1,0
CUST0026,1,2500,25116.0,36350.0,10.0,1,2,276.9666667,0,9,35.24522428,0.222222222,71260.71833,0.7597248968363136,1,0,0,0,0,0,0,1,1,0
CUST0027,0,2500,7229.0,44516.0,6.0,0,0,208.0,0,12,34.83019399,0.0,20754.98058,0.21855063348009704,1,0,0,0,0,1,0,1,0,0
CUST0028,0,2500,71408.0,78600.0,8.0,0,0,255.7333333,0,12,33.37804123,0.0,213937.0597,0.9403053435114503,1,0,0,1,0,0,1,0,0,0
CUST0029,1,2800,50795.0,63100.0,26.0,2,15,145.6333333,3,45,34.83019399,0.333333333,145836.1099,0.849366085578447,1,0,0,0,0,1,0,1,0,0
CUST0030,1,2800,4000.0,60850.0,16.0,4,0,112.6333333,2,9,35.24522428,0.0,11349.05532,0.11175020542317174,1,0,0,0,0,0,0,1,1,0
CUST0031,1,2900,78600.0,113000.0,6.0,1,0,165.3333333,2,26,33.37804123,0.0,235484.16,0.7212389380530974,0,0,0,1,0,0,1,0,0,1
CUST0032,0,2900,103949.0,112505.0,1.0,0,0,96.10232967,0,13,30.05113629,0.0,345907.0533,0.949726678814275,1,0,1,0,0,0,1,0,0,0
CUST0033,0,2900,104373.0,120702.0,2.0,0,0,101.5402975,0,13,29.91585903,0.0,348888.5273,0.8887425229076569,1,0,1,0,0,0,1,0,0,0
CUST0034,1,2900,7750.0,67996.0,16.0,3,0,122.2046628,2,8,36.211348,0.0,21402.13063,0.15662686040355314,1,0,0,0,0,0,0,1,1,0
CUST0035,1,2900,61962.0,70915.0,2.0,0,0,282.8016592,3,37,49.20639579,0.0,125922.655,0.9146442924628075,0,1,0,0,0,0,0,1,0,1
CUST0036,0,3000,104570.0,121729.0,2.0,0,0,85.8843719,0,14,32.05978327,0.0,326171.8868,0.8836842494393283,1,0,1,0,0,0,1,0,0,0
CUST0037,1,3000,7000.0,20300.0,3.0,0,0,50.8,5,9,35.24522428,0.0,19860.8468,0.49261083743842365,1,0,0,0,0,0,0,1,1,0
CUST0038,1,3000,5126.448288,8800.0,2.0,0,1,77.76666667,0,3,35.24522428,0.333333333,14545.0863,0.9234600327272727,1,0,0,0,0,0,0,1,1,0
CUST0039,1,3000,22400.89772,33000.0,1.0,0,1,23.3,1,2,35.24522428,0.5,63557.25684,0.7697241733333333,1,0,0,0,0,0,0,1,1,0
CUST0040,1,3000,119826.0,193500.0,8.0,0,0,130.0333585,0,27,35.24522428,0.0,339977.9756,0.6347596899224807,1,0,0,0,0,0,1,0,1,0
CUST0041,1,3000,20000.0,29750.0,2.0,0,0,187.0666667,0,12,35.24522428,0.0,56745.27658,0.773109243697479,0,0,0,0,0,0,0,1,1,1
CUST0042,1,3000,9195.223568,14500.0,3.0,0,0,9.3,14,2,35.24522428,0.0,26089.27523,0.8410499012413792,1,0,0,0,0,0,0,1,1,0
CUST0043,1,3000,8909.695478,14100.0,1.0,0,0,104.2,0,19,35.24522428,0.0,25279.15671,0.8446592537588652,1,0,0,0,0,0,0,1,1,0
CUST0044,1,3000,47000.0,82700.0,10.0,0,1,262.1666667,5,26,33.37804123,0.038461538,140811.1389,0.6045949214026602,1,0,0,1,0,0,0,1,0,0
CUST0045,1,3000,34542.0,45900.0,8.5,0,2,62.36666667,0,10,35.63137756,0.2,96942.6454,0.8179084967320261,1,1,0,0,0,0,0,1,0,0
CUST0046,0,3000,58000.0,71500.0,10.0,0,2,211.9333333,0,25,35.63137756,0.08,162777.8772,0.8531468531468531,1,1,0,0,0,0,1,0,0,0
CUST0047,0,3000,47000.0,56400.0,21.0,0,0,201.8666667,0,20,36.17090549,0.0,129938.6879,0.8865248226950354,1,0,1,0,0,0,0,1,0,0
CUST0048,1,3100,39589.0,36100.0,1.5,0,0,153.1666667,1,14,35.24522428,0.0,112324.4377,1.1825207756232687,1,0,0,0,0,0,0,1,1,0
CUST0049,0,3200,67848.0,74566.0,10.0,0,1,206.4266021,0,25,40.11567728,0.04,169130.885,0.9528203202531985,1,1,0,0,0,0,1,0,0,0
CUST0050,1,3200,48603.0,61000.0,28.0,0,4,122.0333333,1,25,33.37804123,0.16,145613.6975,0.8492295081967213,1,0,0,1,0,0,0,1,0,0
CUST0051,1,3200,27200.0,40834.0,8.0,0,0,298.131564,0,7,35.55353879,0.0,76504.33945,0.7444776411813685,1,0,0,0,0,0,0,1,1,0
CUST0052,1,3200,54000.0,64850.0,1.0,0,0,121.8666667,3,21,35.24522428,0.0,153212.2468,0.882035466461064,1,0,0,0,0,0,1,0,1,0
CUST0053,0,3200,74864.0,87266.0,7.0,0,0,250.6312692,0,12,42.90999735,0.0,174467.5009,0.8945522884055646,1,0,0,1,0,0,1,0,0,0
CUST0054,1,3200,23159.0,50759.25263,20.0,0,2,117.8057478,0,9,0.524499215,0.222222222,4415449.884,0.5192944859164684,1,1,0,0,0,0,1,0,0,0
CUST0055,1,3300,126541.0,134527.0,9.0,1,0,139.0,0,36,35.76405836,0.0,353821.702,0.9651668438306065,1,0,0,0,1,0,1,0,0,0
CUST0056,1,3300,130518.0,164317.0,9.0,0,6,192.289149,0,33,35.73055919,0.181818182,365283.9557,0.8143892597844411,0,0,0,0,0,0,1,0,1,1
CUST0057,1,3400,37000.0,52000.0,2.0,0,1,183.2999156,0,6,36.17090549,0.166666667,102292.1586,0.7769230769230769,1,0,1,0,0,0,0,1,0,0
CUST0058,1,3500,23200.0,38666.0,11.0,0,0,162.3666667,0,14,35.24522428,0.0,65824.52083,0.6905291470542596,1,0,0,0,0,0,0,1,1,0
CUST0059,1,3500,19400.0,20494.0,5.0,0,0,95.93333333,0,9,35.24522428,0.0,55042.91828,1.1174002146969846,1,0,0,0,0,0,0,1,1,0
CUST0060,1,3600,41900.0,52490.0,3.0,0,0,72.03333333,2,4,35.63137756,0.0,117592.9837,0.866831777481425,1,1,0,0,0,0,0,1,0,0
CUST0061,0,3600,83700.0,111800.0,6.0,0,0,192.7333333,1,28,33.37804123,0.0,250763.6665,0.7808586762075134,1,0,0,1,0,0,1,0,0,0
CUST0062,0,3600,61327.0,76484.0,9.0,0,2,202.5107752,0,25,41.5163897,0.08,147717.5651,0.8488965012290152,1,1,0,0,0,0,0,1,0,0
CUST0063,0,3600,100693.0,114743.0,6.0,0,0,88.47045214,0,14,29.39354338,0.0,342568.4297,0.9089269062165012,1,0,1,0,0,0,1,0,0,0
CUST0064,1,3600,48507.0,61000.0,13.0,1,4,97.4,0,17,36.17090549,0.235294118,134105.0199,0.8542131147540983,0,0,1,0,0,0,0,1,0,1
CUST0065,0,3600,52337.0,63989.0,20.0,0,0,204.2724988,0,20,20.47091551,0.0,255665.1654,0.8741658722592945,1,0,1,0,0,0,1,0,0,0
CUST0066,1,3700,17857.0,21144.0,5.0,0,0,129.7173231,1,9,26.63434752,0.0,67045.00641,1.0195327279606508,1,0,0,0,0,0,0,1,1,0
CUST0067,1,3800,19135.0,97692.0,1.6,1,6,252.6333333,1,25,35.63137756,0.24,53702.66689,0.23476845596364082,1,1,0,0,0,0,0,1,0,0
CUST0068,0,3800,51180.0,63459.0,20.0,0,0,203.7515336,0,20,20.06704205,0.0,255045.0628,0.8663861705983391,1,0,1,0,0,0,1,0,0,0
CUST0069,0,3800,11543.0,46045.0,6.0,0,0,204.6479917,0,11,42.17316588,0.0,27370.4849,0.3332175046150505,1,0,0,0,0,1,0,1,0,0
CUST0070,1,3900,29896.0,45960.0,11.0,0,0,146.1232422,0,14,24.47888119,0.0,122129.7647,0.7353350739773716,1,0,0,0,0,0,0,1,1,0
CUST0071,1,3900,14500.0,22092.0,3.5,0,1,150.3,5,8,35.24522428,0.125,41140.32552,0.832880680789426,1,0,0,0,0,0,0,1,1,0
CUST0072,0,3900,52825.0,63000.0,8.0,0,4,171.6666667,1,31,33.37804123,0.129032258,158262.7322,0.9003968253968254,0,0,0,1,0,0,1,0,0,1
CUST0073,0,3900,102143.0,118742.0,2.0,0,0,85.27736558,0,13,29.34392109,0.0,348089.1313,0.8930538478381701,1,0,1,0,0,0,1,0,0,0
CUST0074,1,3900,21200.0,39000.0,4.0,0,1,86.56666667,2,14,35.63137756,0.071428571,59498.12062,0.6435897435897436,0,1,0,0,0,0,0,1,0,1
CUST0075,0,4000,105164.0,112774.0,1.0,0,0,94.72487417,0,13,29.39092806,0.0,357811.0899,0.967989075496125,1,0,1,0,0,0,1,0,0,0
CUST0076,0,4000,54543.0,61777.0,21.0,0,0,205.58668,0,19,21.80656346,0.0,250121.9419,0.9476504200592454,1,0,1,0,0,0,1,0,0,0
CUST0077,1,4000,56385.16479,80609.0,1.5,0,2,126.5333333,3,12,35.24522428,0.166666667,159979.5885,0.7491119451922242,1,0,0,0,0,0,1,0,1,0
CUST0078,1,4000,26572.0,31960.0,11.0,0,0,117.7951039,0,8,41.28649195,0.0,64360.03338,0.9565707133917397,1,0,1,0,0,0,0,1,0,0
CUST0079,1,4000,17000.0,52012.0,22.0,3,1,85.33333333,1,9,33.37804123,0.111111111,50931.68854,0.40375298008151966,1,0,0,1,0,0,0,1,0,0
CUST0080,1,4000,29562.0,37200.0,6.0,0,0,92.13333333,1,26,35.24522428,0.0,83875.19331,0.9022043010752688,0,0,0,0,0,0,0,1,1,1
CUST0081,1,4000,41700.0,76725.0,0.5,0,3,136.1333333,0,15,35.24522428,0.2,118313.9017,0.5956337569240795,1,0,0,0,0,0,0,1,1,0
CUST0082,1,4000,58000.0,69440.0,3.5,0,1,168.6666667,0,18,35.24522428,0.055555556,164561.3021,0.8928571428571429,1,0,0,0,0,0,1,0,1,0
CUST0083,1,4000,5700.0,18000.0,8.0,0,0,12.2,0,17,35.24522428,0.0,16172.40382,0.5388888888888889,0,0,0,0,0,0,0,1,1,1
CUST0084,1,4000,45000.0,58350.0,3.5,0,0,162.0,3,16,35.63137756,0.0,126293.1806,0.8397600685518424,1,1,0,0,0,0,0,1,0,0
CUST0085,1,4000,7000.0,16020.0,18.0,0,1,85.8,2,23,35.24522428,0.043478261,19860.8468,0.686641697877653,1,0,0,0,0,0,0,1,1,0
CUST0086,0,4000,66000.0,79050.0,1.8,2,0,279.0,1,6,35.24522428,0.0,187259.4127,0.8855154965211891,1,0,0,0,0,0,1,0,1,0
CUST0087,0,4000,31509.24379,45760.0,0.0,0,0,0.0,0,0,34.87164312,0.0,90357.78349,0.7759887191870629,1,0,0,0,0,0,0,1,1,0
CUST0088,0,4000,62000.0,78000.0,4.0,0,0,109.5666667,0,15,35.24522428,0.0,175910.3574,0.8461538461538461,1,0,0,0,0,0,1,0,1,0
CUST0089,0,4000,64240.0,63990.0,5.0,2,0,160.3,1,23,35.76405836,0.0,179621.6731,1.0664166275980622,1,0,0,0,1,0,1,0,0,0
CUST0090,1,4000,74000.0,93000.0,2.6,1,3,186.6333333,0,9,33.37804123,0.333333333,221702.6442,0.8387096774193549,1,0,0,1,0,0,1,0,0,0
CUST0091,1,4000,55000.0,59000.0,12.0,2,0,146.1,0,22,35.24522428,0.0,156049.5106,1.0,0,0,0,0,0,0,1,0,1,1
CUST0092,0,4000,67625.0,80698.0,11.0,0,1,212.3493039,0,25,39.12871763,0.04,172827.0286,0.8875684651416392,1,1,0,0,0,0,1,0,0,0
CUST0093,0,4000,67533.0,71865.0,10.0,0,2,227.7929884,0,25,39.1663287,0.08,172426.1687,0.9953802268141655,1,1,0,0,0,0,1,0,0,0
CUST0094,1,4100,12501.63885,19132.0,0.0,0,0,100.7746522,0,19,33.8409199,0.0,36942.37297,0.8677419428183148,1,0,0,0,0,0,0,1,1,0
CUST0095,1,4100,58500.0,65000.0,8.0,1,2,63.93333333,2,15,35.24522428,0.133333333,165979.934,0.963076923076923,1,0,0,0,0,0,1,0,1,0
CUST0096,0,4100,57992.0,63797.0,7.0,0,4,165.505037,1,31,22.27817437,0.129032258,260308.5829,0.9732746053889682,0,0,0,1,0,0,1,0,0,1
CUST0097,0,4200,56544.0,59218.0,19.0,0,0,211.0025991,1,20,19.02770443,0.0,297166.693,1.0257691917997906,1,0,1,0,0,0,1,0,0,0
CUST0098,1,4200,34800.0,50225.0,2.0,1,0,93.5,1,5,35.24522428,0.0,98736.78124,0.7765057242409159,1,0,0,0,0,0,0,1,1,0
CUST0099,0,4200,67700.0,77000.0,4.0,0,0,128.8333333,0,31,35.76405836,0.0,189296.1904,0.9337662337662338,0,0,0,0,1,0,1,0,0,1
CUST0100,0,4200,44000.0,55085.0,6.0,0,1,75.43333333,0,16,34.87164312,0.0625,126177.0197,0.8750113461014796,0,0,0,0,0,0,0,1,1,1
CUST0101,0,4200,66272.0,82953.0,3.0,0,0,110.2786626,0,15,43.45058791,0.0,152522.6773,0.8495413065229709,1,0,0,0,0,0,1,0,1,0
CUST0102,0,4200,50216.0,58541.0,19.0,0,0,209.8713022,0,19,20.20803267,0.0,248495.2436,0.9295365641174561,1,0,1,0,0,0,1,0,0,0
CUST0103,0,4300,71206.0,78698.0,3.0,0,0,129.932869,0,31,34.18137652,0.0,208318.1172,0.9594398841139546,0,0,0,0,1,0,1,0,0,1
CUST0104,0,4300,68815.0,79852.0,6.0,0,0,105.1207088,0,14,41.80637615,0.0,164604.078,0.9156314181235286,1,0,0,0,0,0,1,0,1,0
CUST0105,0,4300,72021.0,80027.0,2.0,2,0,263.9703003,0,5,36.43209394,0.0,197685.5904,0.9536906294125732,1,0,0,0,0,0,1,0,1,0
CUST0106,0,4400,53969.0,63869.0,7.0,0,3,162.3900107,0,30,23.58107924,0.1,228865.6912,0.9138862358890855,0,0,0,1,0,0,1,0,0,1
CUST0107,1,4400,53091.0,64074.0,14.0,1,3,89.86105825,0,17,39.15808483,0.176470588,135581.1966,0.897259418797016,0,0,1,0,0,0,0,1,0,1
CUST0108,0,4500,66127.0,79087.0,4.0,1,0,81.3490651,0,15,40.70530876,0.0,162453.0117,0.8930291956958792,1,0,0,0,0,0,1,0,1,0
CUST0109,1,4500,39000.0,66000.0,1.0,0,0,170.3666667,1,19,35.24522428,0.0,110653.2893,0.6590909090909091,1,0,0,0,0,0,0,1,1,0
CUST0110,0,4500,71082.0,79247.0,4.0,0,0,118.7604101,0,14,41.42111052,0.0,171608.1464,0.9537521925120194,1,0,0,0,0,0,1,0,1,0
CUST0111,0,4500,33853.4294,49044.0,0.0,0,0,0.0,0,0,11.6527388,0.0,290519.0788,0.7820208261968844,1,0,0,0,0,0,1,0,1,0
CUST0112,1,4500,57000.0,87038.43467,5.0,0,0,222.6,1,13,35.24522428,0.0,161724.0382,0.7065843984117229,1,0,0,0,0,0,1,0,1,0
CUST0113,1,4500,34184.0,46000.0,3.5,0,1,122.6,2,22,35.63137756,0.045454545,95937.91299,0.8409565217391304,1,1,0,0,0,0,0,1,0,0
CUST0114,1,4500,66517.0,87000.0,10.0,0,4,125.8,0,34,33.37804123,0.117647059,199283.7133,0.8162873563218391,0,0,0,1,0,0,1,0,0,1
CUST0115,0,4500,45500.0,50000.0,6.0,0,0,86.16666667,0,18,35.24522428,0.0,129095.5042,1.0,1,0,0,0,0,0,0,1,1,0
CUST0116,1,4500,118000.0,146870.0,4.5,2,0,203.8666667,1,20,33.37804123,0.0,353525.8381,0.8340709470960713,1,0,0,1,0,0,1,0,0,0
CUST0117,1,4500,90000.0,105800.0,6.0,2,3,80.1,3,10,35.24522428,0.3,255353.7446,0.8931947069943289,1,0,0,0,0,0,1,0,1,0
CUST0118,0,4700,67913.0,97205.0,2.0,0,0,142.8243915,0,24,35.22699719,0.0,192786.7982,0.7470088987192017,0,1,0,0,0,0,1,0,0,1
CUST0119,0,4700,71855.0,88566.0,2.0,2,0,283.9595381,0,5,36.47547328,0.0,196995.3877,0.8643836235124088,1,0,0,0,0,0,1,0,1,0
CUST0120,0,4700,53918.0,59511.0,6.0,0,0,54.13647743,0,15,34.41650781,0.0,156663.1928,0.9849943707885938,0,0,0,0,0,0,1,0,1,1
CUST0121,1,4700,49100.0,58238.0,0.1,0,0,61.8,2,17,33.37804123,0.0,147102.7004,0.9237954600089289,1,0,0,1,0,0,0,1,0,0
CUST0122,0,4700,88026.0,115506.0,6.0,0,0,182.2483316,0,27,29.20902258,0.0,301365.7844,0.8027808079233979,1,0,0,1,0,0,1,0,0,0
CUST0123,1,4700,26900.0,45000.0,9.0,1,2,90.46666667,1,16,33.37804123,0.125,80591.90716,0.7022222222222222,1,0,0,1,0,0,0,1,0,0
CUST0124,0,4800,67317.0,97191.0,3.0,0,0,137.3197248,0,23,34.27529378,0.0,196400.9424,0.742013149365682,0,1,0,0,0,0,1,0,0,1
CUST0125,0,4800,56067.0,63102.0,9.0,0,3,160.1463113,1,30,21.58376012,0.1,259764.7476,0.9645811543215745,0,0,0,1,0,0,1,0,0,1
CUST0126,0,4800,80482.0,88342.0,7.0,0,0,275.0323948,0,11,43.71763511,0.0,184095.0449,0.9653618890222091,1,0,0,1,0,0,1,0,0,0
CUST0127,0,4900,58688.0,63348.0,9.0,0,3,179.1625747,2,31,22.54439284,0.096774194,260321.9365,1.0037885963250615,0,0,0,1,0,0,1,0,0,1
CUST0128,0,4900,65873.0,90408.0,2.0,0,0,141.858999,0,23,37.76961861,0.0,174407.374,0.7828178922219272,0,1,0,0,0,0,1,0,0,1
CUST0129,1,4900,25597.0,23031.0,5.0,0,0,101.7467664,0,8,33.24315698,0.0,76999.3055,1.3241717684859537,1,0,0,0,0,0,0,1,1,0
CUST0130,0,4900,67794.0,84630.0,4.0,0,0,112.5734189,0,15,41.67399636,0.0,162676.9831,0.8589625428335106,1,0,0,0,0,0,1,0,1,0
CUST0131,1,4900,44000.0,59745.0,10.0,0,0,81.5,3,13,35.24522428,0.0,124839.6085,0.8184785337685162,1,0,0,0,0,0,0,1,1,0
CUST0132,0,4900,170986.0,245300.0,4.0,0,0,131.9333333,0,22,35.76405836,0.0,478094.5112,0.7170240521810028,0,0,0,0,1,0,1,0,0,1
CUST0133,1,4900,65576.0,65774.0,6.0,1,2,61.64250608,1,14,40.59091002,0.142857143,161553.4118,1.071487213792684,1,0,0,0,0,0,1,0,1,0
CUST0134,0,4900,57461.0,68494.0,8.0,0,4,183.6356132,0,30,22.79542355,0.133333333,252072.5262,0.9104593103045522,0,0,0,1,0,0,1,0,0,1
CUST0135,0,5000,47479.0,61690.0,5.0,0,0,65.03296901,0,16,36.69941492,0.0,129372.6347,0.8506889285135354,0,0,0,0,0,0,0,1,1,1
CUST0136,0,5000,66839.0,87168.0,4.0,0,0,122.5972226,0,15,40.61677935,0.0,164560.0687,0.8241441813509545,1,0,0,0,0,0,1,0,1,0
CUST0137,0,5000,12457.0,53448.0,6.0,0,0,207.1434813,0,12,44.10795169,0.0,28242.07319,0.3266165244723844,1,0,0,0,0,1,0,1,0,0
CUST0138,0,5000,90059.0,113714.0,7.0,0,0,193.6364469,0,28,25.89731648,0.0,347754.1778,0.8359480802715584,1,0,0,1,0,0,1,0,0,0
CUST0139,1,5000,22320.0,34900.0,10.0,0,0,65.7,1,5,35.24522428,0.0,63327.72866,0.7828080229226361,1,0,0,0,0,0,0,1,1,0
CUST0140,1,5000,40000.0,70500.0,0.4,0,0,61.76666667,2,8,35.63137756,0.0,112260.6049,0.6382978723404256,1,1,0,0,0,0,0,1,0,0
CUST0141,1,5000,100882.0,102700.0,5.0,0,1,58.86666667,0,16,35.63137756,0.0625,283126.8587,1.030983446932814,1,1,0,0,0,0,1,0,0,0
CUST0142,1,5000,63125.0,126500.0,3.0,0,0,100.3,0,14,36.17090549,0.0,174518.7165,0.5385375494071146,1,0,1,0,0,0,1,0,0,0
CUST0143,1,5000,93069.09995,132000.0,17.5,0,2,121.9,0,14,35.24522428,0.142857143,264061.5909,0.7429477268939394,1,0,0,0,0,0,1,0,1,0
CUST0144,1,5000,5340.594355,9100.0,1.0,0,0,54.73333333,2,8,35.24522428,0.0,15152.67519,1.13632905,1,0,0,0,0,0,0,1,1,0
CUST0145,1,5000,34200.0,50830.0,6.0,0,0,57.0,1,9,35.24522428,0.0,97034.42295,0.771198111351564,1,0,0,0,0,0,0,1,1,0
CUST0146,1,5000,49723.79446,71277.0,10.0,0,0,72.43333333,1,12,35.24522428,0.0,141079.5234,0.7677623140704575,1,0,0,0,0,0,0,1,1,0
CUST0147,1,5000,16600.0,25250.0,6.0,0,0,88.7,1,3,35.24522428,0.0,47098.57956,0.8554455445544554,1,0,0,0,0,0,0,1,1,0
CUST0148,1,5000,35963.48199,52000.0,8.0,0,1,285.3333333,0,6,35.24522428,0.166666667,102037.8866,0.7877592690384615,1,0,0,0,0,0,0,1,1,0
CUST0149,1,5000,22700.0,34225.0,4.0,0,0,74.63333333,3,9,35.24522428,0.0,64405.88892,0.8093498904309715,1,0,0,0,0,0,0,1,1,0
CUST0150,1,5000,6000.0,38575.0,7.0,0,1,335.0333333,3,42,34.83019399,0.023809524,17226.43291,0.2851587815942968,1,0,0,0,0,1,0,1,0,0
CUST0151,0,5000,73126.0,87500.0,1.0,0,0,125.9666667,2,10,35.24522428,0.0,207477.7547,0.8928685714285715,0,0,0,0,0,0,1,0,1,1
CUST0152,0,5000,72517.0,86250.0,19.0,0,1,300.3666667,1,24,35.63137756,0.041666667,203520.0572,0.8987478260869565,0,1,0,0,0,0,1,0,0,1
CUST0153,0,5000,26037.0,35000.0,12.0,0,0,182.6333333,0,13,33.37804123,0.0,78006.37497,0.8867714285714285,1,0,0,1,0,0,0,1,0,0
CUST0154,0,5000,39000.0,50340.0,10.0,0,0,179.8333333,0,19,36.17090549,0.0,107821.4645,0.8740564163686929,1,0,1,0,0,0,0,1,0,0
CUST0155,0,5000,17796.75727,26550.0,1.7,0,0,276.9666667,1,14,35.24522428,0.0,50494.09568,0.8586349254237288,0,0,0,0,0,0,0,1,1,1
CUST0156,0,5000,24810.04098,36375.0,3.0,0,0,266.8,1,26,35.24522428,0.0,70392.63186,0.8195200269415808,1,0,0,0,0,0,0,1,1,0
CUST0157,0,5000,45528.673,65400.0,1.5,0,0,51.76666667,0,4,36.17090549,0.0,125870.9794,0.7726096788990826,1,0,1,0,0,0,0,1,0,0
CUST0158,1,5000,25613.08873,37500.0,8.0,0,3,107.1333333,10,5,35.24522428,0.6,72671.09021,0.8163490328,1,0,0,0,0,0,0,1,1,0
CUST0159,0,5000,78565.0,98500.0,24.0,0,0,51.76666667,3,14,33.37804123,0.0,235379.3006,0.8483756345177665,0,0,0,1,0,0,1,0,0,1
CUST0160,0,5000,59900.0,80800.0,15.0,0,0,219.1333333,1,18,33.37804123,0.0,179459.3026,0.8032178217821783,0,0,0,1,0,0,1,0,0,1
CUST0161,1,5000,10171.0,26809.0,13.0,3,6,228.3,0,24,36.17090549,0.25,28119.285,0.5658920511768436,1,0,1,0,0,0,0,1,0,0
CUST0162,1,5000,78893.0,82600.0,16.0,0,0,133.9,1,34,35.63137756,0.0,221414.3976,1.0156537530266343,1,1,0,0,0,0,1,0,0,0
